# BEAST v1.8.2, r6687
# Generated Sun Oct 02 13:47:10 PDT 2016 [seed=1475441228248]
state	posterior	prior	likelihood	treeModel.rootHeight	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	ac	ag	at	cg	gt	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	speciation
0	-808132.43171526	-677388.8409859202	-130743.5907293399	196.12059835385952	630.0	0.5	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	-130743.5907293399	-677361.1165079983
15000	-72732.6013409707	50.215763392620644	-72782.81710436332	0.5030318993122369	5.552811385711807	0.04915488658169624	0.5520374538734627	1.7932888391378645	0.5252119682277321	0.41835674078242574	0.5464355339553123	0.26732320280506255	0.25366132697936783	0.2270562632559017	0.2519592069596679	0.6477259340044139	1.0	-72782.81710436332	76.05625069030205
30000	-65723.39772106304	65.23665674334677	-65788.63437780639	1.004592403261589	5.4373289620409535	0.24845538733920353	0.33873982690962695	1.1175118916447582	0.3129250753644301	0.25271828549332065	0.136167458168317	0.28552007356367304	0.2491193951109457	0.20544228308169663	0.25991824824368465	0.5867970280275163	1.0	-65788.63437780639	87.61722786489034
45000	-65651.48378212767	57.570620711065004	-65709.05440283874	1.066263628244182	5.03335895084694	0.117537897362616	0.26136547630828555	1.0626861184408152	0.2609534443902823	0.22267117421328783	0.1176543996729185	0.2931209756660844	0.25650589458820183	0.1856929862930376	0.2646801434526762	0.595303393044455	1.0	-65709.05440283874	79.22191780988322
60000	-65556.8510095163	51.809393587886795	-65608.66040310418	1.1104030034304235	3.8657311377875923	0.3008788840044864	0.249617649612295	1.0415055718383048	0.22975774809566885	0.2857137133294238	0.08109105297090723	0.31364924079325046	0.2445405614933028	0.16998100819562226	0.2718291895178246	0.5718116902139686	1.0	-65608.66040310418	73.11049492290309
75000	-65528.722436337535	49.54956691961749	-65578.27200325715	0.9322156823871003	4.268665630228469	0.1386331830911541	0.23658570096692078	0.9847982955690461	0.20624304395054452	0.27869014848646206	0.09826108275756751	0.33519024239506884	0.2351270210605199	0.1625149192340828	0.2671678173103286	0.5777878807467892	1.0	-65578.27200325715	70.80925566425032
90000	-65485.57004418756	44.460203428271505	-65530.03024761583	1.2432789840358784	3.5530230068956126	0.2946355507860564	0.24911319907132112	0.9051088200187984	0.20211009418568657	0.2914903861614326	0.0799510466796824	0.3565711271092501	0.21888552714152626	0.1689620483107575	0.25558129743846625	0.5565932420722812	1.0	-65530.03024761583	65.47018904976193
105000	-65457.84974643487	46.38214787121193	-65504.23189430608	1.1489213162837304	4.447377385269924	0.3144890210983348	0.2539252376217766	0.7897419466492862	0.17197772647550402	0.21659135575580316	0.07849992145691226	0.36430556780068774	0.20787034199410717	0.18181278678413643	0.2460113034210688	0.5755766274632131	1.0	-65504.23189430608	66.84988808329184
120000	-65419.650586322285	39.07348675599185	-65458.72407307828	1.2249843774857871	3.522861438228893	0.28921335262677833	0.23502648974096446	0.693661224712838	0.1645336376723486	0.24402091175565477	0.07992133635787191	0.38772433649541116	0.19151621719012057	0.17828324877598453	0.24247619753848387	0.5478592592938178	1.0	-65458.72407307828	59.372817970349224
135000	-65416.371143580756	34.270049549035576	-65450.64119312979	1.4396084127335111	3.6634088419910973	0.21863682303722712	0.21856975943393706	0.7027103226411293	0.16960014947749905	0.23244944561859673	0.0739560402136178	0.3945423000911671	0.19807292729836665	0.18132226741711419	0.22606250519335222	0.5638598695170997	1.0	-65450.64119312979	54.45125804005119
150000	-65395.695150365034	33.044281300411015	-65428.739431665446	1.6268113795708947	4.072074417987797	0.22524604621710156	0.20221034752749936	0.5870552338587572	0.15729788940947018	0.2304036675378473	0.06128017424411505	0.40749414686177143	0.18079573257869375	0.19204648744001265	0.2196636331195223	0.5624808622735317	1.0	-65428.739431665446	52.709320439861045
165000	-65373.10876867169	39.50500764443567	-65412.61377631613	1.32690531715241	4.353683315557285	0.16033747492204395	0.20749352807173296	0.4979040309331407	0.14518062858346217	0.19546238951675668	0.0597096642310406	0.40768271134053763	0.17642238398158758	0.20854893997376067	0.20734596470411426	0.5311633275420937	1.0	-65412.61377631613	58.70958511375461
180000	-65362.3790880713	36.73127992450891	-65399.11036799581	1.39843148581199	4.256398148007048	0.05447001165011721	0.19332336597585206	0.47600876327290775	0.14555080998867653	0.1790524811539857	0.06570061533390949	0.41923622798973154	0.17678580424770748	0.21022571073141424	0.1937522570311469	0.5311633275420937	1.0	-65399.11036799581	55.832367444229135
195000	-65388.327109222	34.68273326646421	-65423.00984248846	1.6683417826150686	2.859195894054842	0.356147848839355	0.18014292709921353	0.4361027365399564	0.142767575478901	0.1704954272749499	0.04507588069716981	0.4299001382982525	0.17130865171286533	0.2111228236320854	0.18766838635679692	0.522514565914428	1.0	-65423.00984248846	53.186963125312055
210000	-65367.69065622453	40.70829374954337	-65408.39894997407	1.38675126633973	3.7873671449099455	0.3598915801303542	0.17823589800632345	0.3994291840724494	0.11529785196904496	0.19083435166014814	0.059243147121195695	0.4378009884586622	0.16384280115226807	0.20588447044421723	0.19247173994485267	0.522514565914428	1.0	-65408.39894997407	59.28132897969668
225000	-65362.2464348201	38.94452589292446	-65401.19096071303	1.4097525677982436	4.673342876579076	0.08849186330432234	0.16906791431429685	0.39961882284037503	0.13131710249272602	0.20209593388512728	0.05805747090738424	0.4490590750759724	0.15915473250840925	0.20775361831607936	0.18403257409953916	0.5298842932658356	1.0	-65401.19096071303	57.64314205510508
240000	-65354.54203600527	39.313646773179336	-65393.85568277845	1.3509450937173322	3.6904803228791985	0.44363106317748885	0.17360927574232998	0.38486394505064636	0.12755277544625193	0.17380365559069652	0.056499135043639306	0.44094478414578425	0.15865851787200075	0.21396764975882238	0.18642904822339285	0.5308057965181144	1.0	-65393.85568277845	57.80314834351503
255000	-65354.6536678238	35.260087438016946	-65389.91375526181	1.4582859293349377	2.827940014523392	0.3421017885354609	0.1703034694644868	0.3943364059081827	0.12968655877931537	0.18584577386853804	0.05094622598633282	0.44094478414578425	0.1633333301430426	0.2142318263928555	0.18149005931831785	0.5183061557770161	1.0	-65389.91375526181	53.711550009374534
270000	-65350.95730504933	43.77027714482131	-65394.72758219415	1.3282798640535531	3.018476657947012	0.4200621204101761	0.1763861282880125	0.3685958337246104	0.1355485853332879	0.18503389230263634	0.04891076906864191	0.4431004640492731	0.16257115609167733	0.21556796630004046	0.17876041355900932	0.5303973553604352	1.0	-65394.72758219415	62.2138607745517
285000	-65361.744506612245	40.76666429428147	-65402.511170906524	1.429245119819893	3.9679776668525886	0.10966107021516443	0.16594132370604414	0.3514017718483692	0.1162861152883498	0.1778530348647072	0.045364304267724684	0.4470684619192203	0.15607785589540213	0.21435562431995855	0.18249805786541926	0.5228103936774193	1.0	-65402.511170906524	58.832076178612716
300000	-65362.73279597271	40.71936264417451	-65403.452158616885	1.226683856099905	4.011030548564847	0.19848254533120213	0.17255964112656405	0.3539483488720327	0.11514241620450408	0.1731852323340727	0.05042756787960322	0.44633039055244195	0.15730912963238075	0.2156697869574206	0.18069069285775693	0.5279679068982431	1.0	-65403.452158616885	58.905682954753104
315000	-65360.22590244135	38.9256478447828	-65399.15155028614	1.2483775228340623	3.4620482039531764	0.3225034991998919	0.17109115170182285	0.3818434224677097	0.12178793084798337	0.17396480087435254	0.05432927989719912	0.4430079049857968	0.16193801530537832	0.21049493705894534	0.18455914264987983	0.5212186263882563	1.0	-65399.15155028614	57.29316935179507
330000	-65365.792259695634	34.8939575876514	-65400.686217283284	1.4670356129934177	4.019878710372323	0.1974851589317899	0.17652142682876193	0.4068346818889405	0.12737850263443593	0.189248307555306	0.052124760863079794	0.43134141765613004	0.16415840736868403	0.20895148942829642	0.19554868554688978	0.5212186263882563	1.0	-65400.686217283284	53.43833082513249
345000	-65369.08376805344	40.950519033375755	-65410.03428708681	1.2737979203173337	4.293961198463722	0.00391257395039095	0.1795903795033503	0.38989098892895074	0.1330613166258639	0.17126426600233674	0.05329520732671694	0.43234691959538296	0.16985199674204243	0.21581388606808588	0.18198719759448898	0.5463755871213836	1.0	-65410.03428708681	59.487215729269906
360000	-65342.089682363614	42.8831183009073	-65384.972800664524	1.503011627590282	3.989312083083286	0.2400273901318129	0.16964692421981642	0.3798017230849764	0.1283930302068501	0.18675451517256367	0.05053366019304103	0.4450422880446458	0.16198854457113823	0.21185215513240843	0.1811170122518077	0.5307967843743855	1.0	-65384.972800664524	61.306729600651785
375000	-65355.398342255474	38.74381580122078	-65394.1421580567	1.414541319443892	3.5474946152610496	0.5472248668847022	0.16914520413463388	0.37426558450295255	0.1322694835733671	0.17649417315186947	0.05553836361020511	0.44559382369237294	0.16198854457113823	0.21185215513240843	0.18056547660408057	0.5335426416361921	1.0	-65394.1421580567	57.21997958018435
390000	-65355.32445847986	39.611259682247706	-65394.93571816211	1.3599472407863376	3.166063463381672	0.3552991928670841	0.16219472977397575	0.38551657305210973	0.1294978427822402	0.17170020150513943	0.0526159133089711	0.4439541768521106	0.16260876723592013	0.21185215513240843	0.18158490077956105	0.5146352238803913	1.0	-65394.93571816211	57.93907104880006
405000	-65355.70654474702	39.82224548126284	-65395.52879022829	1.4258938679290922	3.593137829962714	0.19521011827491833	0.16728809753431387	0.3851936556456523	0.1330246638692668	0.17890347764610276	0.06148681071958178	0.44206615654621945	0.16208218650308065	0.21426675617113902	0.18158490077956105	0.5292454442772387	1.0	-65395.52879022829	58.4228906825058
420000	-65376.855693292615	40.40203246182052	-65417.25772575443	1.3715787299688278	4.2101915092841935	0.2639723847570047	0.17670399114937005	0.3930599843071942	0.12512832602233487	0.17372330528486052	0.061889703066115145	0.4393622637330389	0.16169533395742214	0.2117886329959024	0.18715376931363673	0.5334869441557595	1.0	-65417.25772575443	59.00261011424184
435000	-65343.512191628724	44.9400803476554	-65388.45227197638	1.248420794160698	4.186673850001457	0.23863813914547335	0.17286112145625254	0.3876892829048446	0.130842662732668	0.17178198478376144	0.05774632833734604	0.4393622637330389	0.16241982482483394	0.2117886329959024	0.18642927844622492	0.5431744594405137	1.0	-65388.45227197638	63.49130275080519
