# BEAST v1.8.2, r6687
# Generated Tue Oct 25 08:09:22 PDT 2016 [seed=1477408160758]
state	posterior	prior	likelihood	treeModel.rootHeight	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	ac	ag	at	cg	gt	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	speciation
0	-1128854.293067032	-931374.8194998072	-197479.4735672247	361.3308178769358	630.0	0.5	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	-197479.4735672247	-931347.0950218854
15000	-118818.11224800929	57.72065931104912	-118875.83290732033	1.5846253915004345	3.5885016483303986	0.04897937500690836	0.7580834624856576	1.7551059401218885	0.612520784488651	0.4682505049383367	0.37056238500734734	0.25074221785492606	0.2473931706501208	0.2214859839048421	0.280378627590111	0.8797291705934795	1.0	-118875.83290732033	84.20500679868053
30000	-93010.73193797156	173.65655919548044	-93184.38849716705	1.2888842715651323	2.726391004144767	0.6709135746320397	0.6551964219927905	1.4354315062135317	0.5174051337308702	0.439767003781577	0.27823005562539993	0.272246410889876	0.24404522458649458	0.21314085156287882	0.27056751296075054	1.0375258865066468	1.0	-93184.38849716705	199.58687438878033
45000	-78537.07773282686	200.7009919227423	-78737.7787247496	1.6042309060877074	2.0610769578561534	0.8125563375610572	0.4910734365414672	1.1578664739650275	0.3902251756611312	0.33436943262602137	0.19048922014456696	0.2811683150515968	0.2402798030886252	0.21255997884888098	0.26599190301089704	0.9761321160133491	1.0	-78737.7787247496	225.07992489450874
60000	-70269.85194999263	252.60812444981	-70522.46007444244	1.7271604801162956	1.5089664283468696	0.8969583396156144	0.5043955626747163	1.144414966998343	0.320425464035865	0.3164074100193797	0.20693107535244878	0.29505932746280944	0.2274886508129704	0.20213884836369186	0.27531317336052835	0.9105315458475505	1.0	-70522.46007444244	276.7026865579336
75000	-66037.12882824258	278.1806261692225	-66315.3094544118	1.8957656027194232	1.6021610757230667	0.9138647641248715	0.46762935734440775	1.1613881311330954	0.27810278858586746	0.36374927127010825	0.19574574399294514	0.3189543868660972	0.2181980178088479	0.1850729478794844	0.2777746474455707	0.8578731188581115	1.0	-66315.3094544118	302.0536083445334
90000	-65584.86534150563	271.50563879081074	-65856.37098029644	2.470897576300782	1.9030696814099313	0.896902748873494	0.46471373543677774	0.9504971283573506	0.22525200807250106	0.33681982176561887	0.15634656778534994	0.3265232554620243	0.19658860798047528	0.19336466245078107	0.28352347410671946	0.7906551217881133	1.0	-65856.37098029644	294.5383147709984
105000	-65379.710732295425	302.376976473705	-65682.08770876913	2.300593436195547	1.8206136542540294	0.9222974925050375	0.45252214643850164	0.9359361534553341	0.23179914445106803	0.3469637966346376	0.16215810032245553	0.3553646621472702	0.17965348384570493	0.20104246688184146	0.26393938712518356	0.8460137524149949	1.0	-65682.08770876913	325.5708305155601
120000	-65296.68214097669	299.5510219013446	-65596.23316287804	2.559510375561085	1.3386370580740345	0.9468981471427554	0.4072048620317838	0.8953140920399205	0.21262497255015442	0.32899742820152683	0.16920489833175056	0.35672934750012786	0.19379257635231337	0.1891444981079445	0.2603335780396144	0.8172249551078957	1.0	-65596.23316287804	322.4432032711124
135000	-65279.02319647046	291.6370288253223	-65570.66022529578	2.983521507512772	1.2934253397328812	0.9460349240651577	0.38849423589878657	0.8168300989464817	0.21923170247047058	0.3484399180411978	0.1591975281108379	0.39263620622615153	0.1806347157151038	0.19442662787658038	0.2323024501821643	0.8095516501012446	1.0	-65570.66022529578	314.4035279881797
150000	-65262.32822099251	290.48177958194077	-65552.81000057445	2.882224859716763	1.2928984479828427	0.9389735926662311	0.3875667008904704	0.8168300989464817	0.21860895545640344	0.3253954773852846	0.15285769524741644	0.3748613051925343	0.18343879709650263	0.19897563971065452	0.24272425800030858	0.8165095681586964	1.0	-65552.81000057445	313.1505181489643
165000	-65219.25588821148	304.52184002787953	-65523.777728239365	2.717633749462293	0.6878945239017378	0.9723222966296299	0.3465385219970965	0.7445828788892702	0.20535091143568243	0.30243975327336214	0.16116205288408686	0.38738390531516365	0.1820374571505872	0.20351732525417202	0.22706131228007723	0.8178741709273646	1.0	-65523.777728239365	326.90984636466885
180000	-65213.22442503253	291.603945130875	-65504.828370163406	2.856187456432252	0.41431137888872355	0.984563713487515	0.34745576825482827	0.7195470483886448	0.19986426189450204	0.28682861273625304	0.15723792597452083	0.39459901013293885	0.17789953185616136	0.19731912212510827	0.23018233588579165	0.7860296216620617	1.0	-65504.828370163406	313.79512630563113
195000	-65234.7973846232	303.7072532540547	-65538.50463787725	2.754050982905887	0.23085070523121895	0.9915436824124296	0.3653913187900582	0.6939480722576336	0.18213683224576172	0.28292355551786386	0.1278438639498533	0.3886907381878961	0.17210830759141524	0.20471112068415484	0.23448983353653394	0.8308557960678834	1.0	-65538.50463787725	325.6990373140899
210000	-65212.434937332066	312.4103059855082	-65524.84524331758	2.632890261282184	0.3305892843995891	0.9897904268801405	0.36692316875308956	0.6939480722576336	0.2124519423462625	0.29670306334398583	0.15192955455761492	0.3982936035579341	0.1738410319039007	0.20403248737169893	0.2238328771664664	0.8189664615217518	1.0	-65524.84524331758	334.7446709485478
225000	-65220.73562886895	312.1027202559049	-65532.83834912485	2.2647239212243675	0.43490065305303816	0.9853692274320754	0.3622233145657062	0.6753833173542724	0.19771034862840772	0.32831373455235346	0.16708256661999624	0.39827611920465694	0.1774271077018294	0.20303098011896836	0.22126579297454543	0.8212754065369556	1.0	-65532.83834912485	334.5236756242702
240000	-65236.47544918706	313.36462414939297	-65549.84007333645	2.231300841004405	0.7082329821432045	0.9736846820151754	0.3596236187643069	0.6753833173542724	0.19771034862840772	0.2864947331858957	0.15101657076967426	0.3977119472600401	0.17683229323297087	0.20540685004672574	0.22004890946026343	0.7785313185879907	1.0	-65549.84007333645	335.4617194529098
255000	-65242.17145253708	296.88207267640814	-65539.05352521349	2.2569671484823894	2.0942775306856265	0.9075835826063579	0.3533690218006413	0.7256875941005076	0.21318263587231384	0.2887594447115534	0.15502200616729014	0.3946866518976588	0.18334212003197725	0.20210248221281887	0.21986874585754515	0.7831921414982614	1.0	-65539.05352521349	319.14806066196013
270000	-65241.76998378042	307.3511326778467	-65549.12111645826	2.6170811134179615	1.598771767120478	0.938771695888062	0.3436018024684259	0.7166517510442088	0.1849304352258233	0.3342010604031242	0.16107086455832834	0.3968828212283352	0.1692624719340316	0.195122498108951	0.23873220872868228	0.794826173230278	1.0	-65549.12111645826	329.6428967491354
285000	-65223.69493869991	316.4376330273145	-65540.13257172723	2.3225474490070472	1.4002608516869142	0.9491742462703902	0.353777357191679	0.6777592311473857	0.1884853319901643	0.3155271307690211	0.14092234935807194	0.40397662832412184	0.16903603589374358	0.20300800882212816	0.22397932696000647	0.8196983149699882	1.0	-65540.13257172723	338.58591626864063
300000	-65245.50834136327	299.2003067483626	-65544.70864811163	2.5830291398062655	0.9482700182604338	0.9621868165054713	0.3605555947385601	0.6585714184147957	0.19668840780751423	0.30870006690595103	0.14521928021915617	0.40397662832412184	0.174360030160323	0.20300800882212816	0.21865533269342705	0.8267548118986597	1.0	-65544.70864811163	321.40195882531674
315000	-65249.21491448022	301.5394445918273	-65550.75435907205	2.5670505836710036	0.8104835751467514	0.9690254835933728	0.3605555947385601	0.7138755587490975	0.20488346873098617	0.31372917147746204	0.14780397238254137	0.4017507398443153	0.17402255683700665	0.19734754608025515	0.22687915723842292	0.770255520594392	1.0	-65550.75435907205	323.7799394992454
330000	-65245.754380200015	303.04991967419056	-65548.8042998742	2.390686640751688	1.1039394488085568	0.9464873854837375	0.3740156022446734	0.7193741480921185	0.2055809882978259	0.31444561240941227	0.14879549661633173	0.3968062183204338	0.1737723887169139	0.20016782479639203	0.22925356816626044	0.7951963955983361	1.0	-65548.8042998742	325.3960132856321
345000	-65211.158675496736	314.8609542361768	-65526.01962973291	2.4010077426328684	1.0434729611889177	0.9554317707167682	0.3631472065608504	0.7128629355210256	0.1935206571884684	0.3413912805980155	0.15351262763860213	0.39750985757455315	0.17523895601466402	0.19755806199547277	0.22969312441531017	0.790771190052646	1.0	-65526.01962973291	337.2124164026176
360000	-65231.49282797723	302.27951215468516	-65533.772340131916	2.6056786099579394	0.8094773954178013	0.9704048082898284	0.37492785486164454	0.7748922497889841	0.20957326771860388	0.33005779865410845	0.15982102196106357	0.39235954145580376	0.17555698545347315	0.19939442064913288	0.23268905244159035	0.7913816871174607	1.0	-65533.772340131916	324.8290591889723
375000	-65224.369755254986	306.4590526737478	-65530.82880792873	2.092071695390293	0.7367113784210642	0.9701050732956208	0.35434585043019207	0.7496958521943876	0.21825009335592638	0.3138789529755826	0.15405589286003404	0.3938435828113259	0.1815106260687884	0.19939442064913288	0.22525137047075294	0.7970011920271319	1.0	-65530.82880792873	328.88604351994667
