0,32,29,21,19,20,21,20,26,22,27,20
,0,27,18,18,17,24,21,25,27,23,20
,,0,26,26,26,25,25,29,28,27,23
,,,0,19,20,24,23,23,28,22,20
,,,,0,64,24,23,22,27,23,23
,,,,,0,21,25,28,28,23,24
,,,,,,0,24,27,27,26,25
,,,,,,,0,30,27,21,20
,,,,,,,,0,39,22,29
,,,,,,,,,0,46,26
,,,,,,,,,,0,30
,,,,,,,,,,,0
