# BEAST v1.8.2, r6687
# Generated Sun Oct 02 13:47:10 PDT 2016 [seed=1475441228247]
state	posterior	prior	likelihood	treeModel.rootHeight	birthDeath.meanGrowthRate	birthDeath.relativeDeathRate	ac	ag	at	cg	gt	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	speciation
0	-1276817.2137861648	-1103785.5451213967	-173031.66866476802	538.4810701202118	630.0	0.5	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	-173031.66866476802	-1103757.8206434748
15000	-114198.88944509569	66.4820875003303	-114265.37153259602	1.0831354341911505	4.135066357832563	0.04973847595301001	0.7059363536793929	1.9472608932832005	0.8286321688550708	0.8823420194736297	0.4620432454998967	0.27978241461893044	0.27970854648255944	0.19807725848264757	0.24243178041586247	0.5813259336469105	1.0	-114265.37153259602	93.5757708823373
30000	-92636.87851248815	130.17369448865415	-92767.0522069768	1.4103398948580046	5.21799518083725	0.05699593158622869	0.4837741039248892	1.7089668152301765	0.528902961542468	0.45916103461406566	0.3349909892731154	0.31472946177099664	0.2791112510846673	0.16675932391360274	0.23939996323073331	0.5969905787132475	1.0	-92767.0522069768	155.34404057914338
45000	-81082.81206293195	162.6290243468588	-81245.4410872788	1.3370573761787088	6.284062084311721	0.08167805973166194	0.3212682213211553	1.3484301331108446	0.38845726729900054	0.3714366115106648	0.22950360162078784	0.3258920718360703	0.2688969250329422	0.1651966670651064	0.24001433606588107	0.6183384502534486	1.0	-81245.4410872788	186.3065598295247
60000	-77697.1581757487	152.73077481600242	-77849.88895056471	1.7490676634627014	4.56268539109029	0.21248139267000313	0.31612051175141304	1.054411014384054	0.3242626641126245	0.2876657766473992	0.17977018114498314	0.3349953290876714	0.23665434591424644	0.18868765683320654	0.2396626681648756	0.6330277933991847	1.0	-77849.88895056471	175.5072721034122
75000	-76019.78557294591	160.785165479391	-76180.5707384253	1.777173477834136	3.981888081887437	0.52413266063875	0.2819590909563459	0.8598018750054364	0.25263329233471365	0.2977107201346966	0.14361269824005318	0.3501025830550804	0.21930590387079169	0.19406430236637348	0.23652721070775448	0.6282015389407577	1.0	-76180.5707384253	182.80875364645487
90000	-75056.60365089234	165.56634348221348	-75222.16999437456	1.917420051650861	4.199323579364791	0.4848514521586536	0.277765422389028	0.7937540923435462	0.238924908811113	0.27958878270442833	0.14345210032347014	0.3725131210446133	0.2050065164963899	0.19434779293561746	0.22813256952337932	0.631991916545682	1.0	-75222.16999437456	187.3866984825072
105000	-74529.24269631931	185.0212068356031	-74714.26390315492	1.736995619476035	2.8915669473093897	0.6796629916419834	0.2662366698168409	0.6515864898300685	0.24474570814474503	0.2634467454373147	0.13699937776505372	0.37870523699972225	0.2066895952518084	0.20156032248749464	0.2130448452609747	0.6613325463427113	1.0	-74714.26390315492	206.58518545588174
120000	-74091.63673171014	181.1551296819546	-74272.79186139209	1.981974671276353	4.09998253505565	0.5502241992071122	0.25764962950876424	0.618819313671638	0.2267401448759392	0.2358688765304454	0.11624475344481139	0.37693814198763836	0.20138544998626157	0.21170422355420326	0.2099721844718968	0.6432394218712177	1.0	-74272.79186139209	202.25992309771956
135000	-74023.01863433026	176.80197079795946	-74199.82060512822	1.9816600303621636	3.2787999486946395	0.6231317927715316	0.23459619250368216	0.6179403938839357	0.2267401448759392	0.24349149309794058	0.12914993900457294	0.3932607815942248	0.19506272962266555	0.20784933439764944	0.20382715438546029	0.6248971899688636	1.0	-74199.82060512822	197.90961278973083
150000	-73986.39324416034	168.36580254624943	-74154.75904670659	2.1266391662487525	3.406517663524377	0.6574272090837584	0.21462228258834995	0.5494726611731504	0.20664143393138662	0.22452582713045433	0.11598873195314865	0.40033828918207026	0.19201207595335218	0.20762308711489894	0.2000265477496787	0.6645053247307626	1.0	-74154.75904670659	189.0785971830229
165000	-73836.74664837211	181.7094618482382	-74018.45611022034	1.932654721787227	3.1955360602879646	0.6758333676990764	0.21470720589996586	0.5494726611731504	0.2010897035769418	0.22505767450850117	0.11197152730291682	0.40140326597334086	0.1861821612194561	0.21317470925231607	0.19923986355488704	0.6381980513304963	1.0	-74018.45611022034	202.3120119080208
180000	-73845.34741944817	172.91557490243846	-74018.2629943506	1.9680451212346708	3.696674804949138	0.5706833655150446	0.21218567424355375	0.5337647749408243	0.2051857194698916	0.22954639860457496	0.11688065428282711	0.4096426740797758	0.1861821612194561	0.21005976818232275	0.1941153965184455	0.626176516741719	1.0	-74018.2629943506	193.53429783827215
195000	-73851.5955064124	178.7389314774191	-74030.33443788982	1.770372610291082	2.958752573487736	0.7061790622392277	0.21218567424355375	0.5109885752744091	0.20109970350797043	0.20724986417634433	0.1261577149226728	0.4034777996668276	0.1861821612194561	0.22151433396430972	0.18882570514940672	0.6357380580834017	1.0	-74030.33443788982	199.28888101456099
210000	-73830.18821468334	183.63078533725633	-74013.8190000206	1.8688414835967664	3.175908853351404	0.6718255921022499	0.20995330337769905	0.4925074066698312	0.20109970350797043	0.20335472915491845	0.11065726776505184	0.4047561722529931	0.1841058503958233	0.22136870807772016	0.18976926927346358	0.6218808187544809	1.0	-74013.8190000206	203.96232503535606
225000	-73834.26637371675	176.79017364037625	-74011.05654735712	2.126800592758486	2.5257258349205918	0.7067766316733767	0.21886262838740442	0.4925074066698312	0.2031521926180456	0.18754685046314382	0.1191078171070852	0.3997871146692999	0.19009509012206016	0.21803785865321845	0.19207993655542163	0.6393179052916083	1.0	-74011.05654735712	197.19911074083012
240000	-73835.21544332914	181.57927133774467	-74016.79471466689	1.8749774102826084	5.091283111697396	0.26113441830685047	0.20577598960642643	0.45795543041849684	0.1824617975549812	0.20729068448587662	0.0986177328450768	0.4056957721435094	0.1775791648047497	0.223085914614702	0.19363914843703905	0.6174327754618589	1.0	-74016.79471466689	201.6252899362108
255000	-73828.64719808448	183.75555217651916	-74012.402750261	1.7303455785004636	4.115034611188512	0.5851470729521535	0.21986655701552407	0.503164829561567	0.18975938965731431	0.20999916078055583	0.11226843673078893	0.4043577491963896	0.18132142003882656	0.21563487022729025	0.19868596053749366	0.6468152439169718	1.0	-74012.402750261	204.19147782330526
270000	-73830.37635688571	171.32303397604852	-74001.69939086176	2.271626853502254	2.827668714020569	0.7025497569279191	0.22048449714745655	0.5083503787254637	0.18150940029085658	0.22252641186519198	0.12156638382352335	0.40993886411510827	0.18132142003882656	0.214211450671234	0.19452826517483127	0.6325690656994812	1.0	-74001.69939086176	191.83296008331936
285000	-73826.18657520026	172.23585354399768	-73998.42242874426	2.0515544430802795	2.5787671980741336	0.776002349086648	0.21681200993534985	0.5157395724152812	0.19005702094312046	0.22252641186519198	0.12062762807685956	0.4020668626926406	0.18835553538809224	0.21798016550777674	0.19159743641149055	0.645322325576223	1.0	-73998.42242874426	192.80615316486018
300000	-73821.98546575074	169.10896828936484	-73991.0944340401	2.0911691570353486	3.895458531047495	0.6503624483736767	0.21889372854361944	0.5157395724152812	0.19352182732378767	0.22366767356777148	0.11399719314344729	0.4044990794615614	0.18529797248844293	0.21788382075713494	0.1923191272928609	0.6267477927605163	1.0	-73991.0944340401	189.61951732694115
315000	-73798.92931806628	179.13976717487623	-73978.06908524115	1.9794426009897435	2.764186535181824	0.7395915951025757	0.21822671348238268	0.5202948716148331	0.2038422685303009	0.2290708705709438	0.12202258009828575	0.41175677964156093	0.18604139763429592	0.20799234517948664	0.19420947754465662	0.6291333848464731	1.0	-73978.06908524115	199.79974381558702
330000	-73809.6763050408	181.40102830471773	-73991.07733334553	2.1600773033235803	2.183392187173964	0.8132009623068789	0.21047765891837703	0.5088371705830105	0.1974458554598565	0.22575866185569682	0.11638572810705043	0.4090619079884382	0.18604139763429592	0.20987506354889124	0.1950216308283747	0.6197172029945465	1.0	-73991.07733334553	201.89473273749994
345000	-73833.05580542213	180.27354107496188	-74013.32934649709	1.7968439794738116	2.869176080119121	0.7211197068153008	0.2156992069043569	0.5454997241320363	0.1974458554598565	0.22237264891901662	0.1201705824186591	0.3964636108109134	0.1925743836288907	0.20987506354889124	0.2010869420113047	0.6161915678420105	1.0	-74013.32934649709	200.86801085305498
360000	-73808.23991359345	187.05384001782238	-73995.29375361127	1.6204706826869828	3.9733201677414742	0.5989046563168793	0.21366791107730598	0.5224887706235124	0.214065010170614	0.2137285720023999	0.12024296257003	0.4017468767552675	0.19314062932803	0.2127858302459177	0.19232666367078483	0.626024864463174	1.0	-73995.29375361127	207.6571760814756
375000	-73797.33460683306	188.22649010920037	-73985.56109694226	1.882823439715421	2.312486254672511	0.7997692846715305	0.21848555800226316	0.5257910914814229	0.2089899913276059	0.20836383806274064	0.11844285299120906	0.403374395340696	0.18721912418052455	0.2154495869207217	0.19395689355805776	0.6204025024101921	1.0	-73985.56109694226	208.78389852082805
390000	-73796.38235142166	184.00255225301362	-73980.38490367468	1.9491299479675912	3.026462415688918	0.6663861603535918	0.21399916503771918	0.5260073972552558	0.2012230359120138	0.21939827426424077	0.1245019155495058	0.40443142287153827	0.19014620321371348	0.21186775475135522	0.193554619163393	0.6088675673355303	1.0	-73980.38490367468	204.5785058857363
405000	-73806.84589186277	184.60279735833853	-73991.44868922111	1.786553272611269	2.367574629914268	0.7870065671625156	0.20101761569783214	0.5130890558917259	0.19820542301491434	0.21939827426424077	0.10962710144356932	0.4158829105452401	0.18532221785572545	0.20683536818180345	0.191959503417231	0.6088675673355303	1.0	-73991.44868922111	204.95671542873325
420000	-73831.25090050811	183.30630864364053	-74014.55720915175	1.9825167959219459	2.8727526591142665	0.7009922142674606	0.2184644512062152	0.5024522150045785	0.1902214842284932	0.20720713498543644	0.11784083787607282	0.4020021875652973	0.18532221785572545	0.22071609116174623	0.191959503417231	0.6317254073987947	1.0	-74014.55720915175	203.7403942426387
435000	-73804.29707945809	180.1655895139076	-73984.462668972	2.166841945125476	4.281263332630594	0.5307206478409503	0.22461427690279884	0.5030432755122417	0.19779262933031258	0.20573640080196226	0.11635150743255972	0.40409396074932774	0.1863516417225988	0.21620523895233376	0.19334915857573973	0.6231133469035721	1.0	-73984.462668972	200.62927517209766
450000	-73819.86021008258	180.28033964497521	-74000.14054972756	2.22432223197402	1.8165144602124585	0.8264947061655059	0.22165302173188037	0.4917152610911181	0.1866023818659942	0.2026259118892237	0.11326447288351296	0.4059597881496346	0.18466913718986117	0.21271740837065442	0.1966536662898498	0.6433635989179756	1.0	-74000.14054972756	200.65233361757902
465000	-73805.42235302883	189.8777712431445	-73995.30012427198	2.251274033117833	3.2498292322464306	0.7017096664480914	0.21140166281131675	0.5128623369663968	0.19832038717963968	0.225426832489648	0.10679881851881559	0.40503823766126507	0.1870704806767439	0.21341606557843523	0.19447521608355584	0.6344562228854755	1.0	-73995.30012427198	210.33312597707766
480000	-73803.28968154913	183.25145815720776	-73986.54113970633	1.7141972514774024	4.4703243225242835	0.5135818217002143	0.215658027078205	0.5015612978041013	0.19832038717963968	0.2164728951061308	0.11909081207189537	0.41059380394345657	0.1870704806767439	0.21191970164214616	0.19041601373765343	0.6604130777176626	1.0	-73986.54113970633	203.8216794585525
495000	-73791.15439553645	181.83054657086825	-73972.98494210732	1.8620102958961475	3.251011442736133	0.5921203388542644	0.2155444127512618	0.4982660447851256	0.1933694952727721	0.19671423614741584	0.1250698821085963	0.41361152458985534	0.1840527600303451	0.21191970164214616	0.19041601373765343	0.6193263836834094	1.0	-73972.98494210732	202.2413750722387
510000	-73791.66828948747	184.6065620183789	-73976.27485150585	1.7557637686526528	4.201823597146023	0.5889730714126786	0.21540444339313977	0.4740999027935653	0.18980905409591842	0.19464280702974318	0.10656845714128402	0.4093933136550136	0.18205975783924214	0.21813091476809093	0.19041601373765343	0.6029861564923471	1.0	-73976.27485150585	204.75343449766885
525000	-73802.2123652373	183.35450568977072	-73985.56687092707	1.9534008992652696	3.288527764323839	0.6393589738318626	0.21805446639863985	0.4861989176444401	0.19539573482318093	0.20449457783419756	0.10411573949423995	0.40675241821951347	0.184381634668172	0.2168958844284574	0.19197006268385722	0.6315235209152892	1.0	-73985.56687092707	203.6485216093395
540000	-73832.69839519073	191.70711096265424	-74024.40550615339	1.9095147905225227	2.540288135327339	0.746885087542822	0.21844072881347185	0.5004208725210011	0.19343716843276262	0.21508072640472456	0.1050730703887581	0.40634504320652204	0.184381634668172	0.22007108436450873	0.18920223776079728	0.613560786422715	1.0	-74024.40550615339	212.0430541731401
555000	-73809.49532174107	189.48880799646614	-73998.98412973754	2.2599272585134975	3.0710299731114996	0.7303050898069084	0.21765488900555258	0.4989268585370122	0.19110698706738496	0.22729403051768066	0.11690940531281174	0.40541441330621514	0.18786262310079585	0.214270331725674	0.19245263186731507	0.6186930643547646	1.0	-73998.98412973754	209.9731324154523
570000	-73802.07173976873	181.86780507688465	-73983.9395448456	2.158675931762365	2.2003154035705097	0.7784196312735484	0.21236982322763903	0.49754131293149056	0.20135990892865793	0.2138786544859011	0.11986572227399918	0.40482486427804476	0.18845217212896623	0.214270331725674	0.19245263186731507	0.6206939949137181	1.0	-73983.9395448456	202.34509640850956
585000	-73793.56067189264	186.77806134572592	-73980.33873323837	1.963312236056034	3.183628142414867	0.7292891431871895	0.2072937696247132	0.514892959199662	0.19920411920993558	0.21019718589450256	0.10574804042522196	0.40654077566396063	0.18930529117929773	0.21170130128942666	0.19245263186731507	0.6018594516545968	1.0	-73980.33873323837	207.07986436502136
600000	-73819.5928436742	176.20138160280302	-73995.794225277	2.0247947632576566	4.600610273995509	0.4359061176439985	0.21505425739602926	0.518640379329119	0.2000772823306989	0.2085700709864982	0.12206259968074192	0.4052461340100517	0.18930529117929773	0.21170130128942666	0.19374727352122398	0.6247465681053348	1.0	-73995.794225277	196.72635670602946
615000	-73793.71614572633	185.10072218145086	-73978.81686790778	1.7039439362476687	3.6334152381917217	0.5796947912884697	0.21343486046068819	0.5113258346521353	0.19913258735778547	0.20384402909495794	0.11074152501329212	0.4052461340100517	0.18930529117929773	0.21170130128942666	0.19374727352122398	0.6215336478453906	1.0	-73978.81686790778	205.47763183827038
630000	-73808.3311603586	174.12949501701337	-73982.46065537562	2.022863102309977	3.524512742545186	0.6174250985434674	0.21938695802132183	0.5521807265906071	0.19770816730199672	0.21642365211297754	0.11866989379283907	0.4044515479586648	0.19095190250593405	0.2030467715097314	0.2015497780256698	0.6164928872974055	1.0	-73982.46065537562	194.71578265590486
645000	-73843.31834402117	186.61524951461433	-74029.93359353578	1.6459760708567448	4.967141109211714	0.49770500395133277	0.2290054032994223	0.5406395129079746	0.20078271553202087	0.22576098304351652	0.12936838222942745	0.4068013057213183	0.19208515289755668	0.20875507126922097	0.19235847011190413	0.6601866243557547	1.0	-74029.93359353578	207.44910618997005
660000	-73815.4147639122	182.77293026567315	-73998.18769417786	2.0080402032074502	2.0813399958744876	0.7689328969445068	0.21773414710366037	0.5494575091478049	0.19711452696009565	0.2065361925402815	0.12770008080405093	0.4001303260349816	0.19327768740182788	0.21209388180404376	0.19449810475914678	0.6315707268809273	1.0	-73998.18769417786	203.39943710356226
